"","Name","Product"
"b2724","hycB","hydrogenase 3, Fe-S subunit"
"b2725","hycA","regulator of the transcriptional regulator FhlA"
"b2726","hypA","protein involved in nickel insertion into hydrogenases 3"
"b2727","hypB","GTP hydrolase involved in nickel liganding into hydrogenases"
"b2728","hypC","hydrogenase maturation protein"
"b2729","hypD","hydrogenase maturation protein"
"b2730","hypE","carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein"
"b2731","fhlA","formate hydrogenlyase transcriptional activator"
"b2732","ygbA","uncharacterized protein"
"b2733","mutS","methyl-directed mismatch repair protein"
"b2734","pphB","serine/threonine-specific protein phosphatase 2"
"b2735","ygbI","DeoR family putative transcriptional regulator"
"b2736","ygbJ","putative dehydrogenase"
"b2737","ygbK","FliA-regulated DUF1537 family protein"
"b2738","ygbL","putative class II aldolase"
"b2739","ygbM","putative hydroxypyruvate isomerase"
"b2740","ygbN","putative transporter"
"b2741","rpoS","RNA polymerase, sigma S (sigma 38) factor"
"b2742","nlpD","activator of AmiC murein hydrolase activity, lipoprotein"
"b2743","pcm","L-isoaspartate protein carboxylmethyltransferase type II"
"b2744","umpG","broad specificity 5'(3')-nucleotidase and polyphosphatase"
"b2745","truD","tRNA(Glu) pseudouridine(13) synthase"
"b2746","ispF","2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
"b2747","ispD","4-diphosphocytidyl-2C-methyl-D-erythritol synthase"
"b2748","ftsB","cell division protein"
"b2749","ygbE","DUF3561 family inner membrane protein"
"b2750","cysC","adenosine 5'-phosphosulfate kinase"
"b2751","cysN","sulfate adenylyltransferase, subunit 1"
"b2752","cysD","sulfate adenylyltransferase, subunit 2"
"b2753","iap","aminopeptidase in alkaline phosphatase isozyme conversion"
"b2754","ygbF","CRISPR adaptation ssRNA endonuclease"
"b2755","ygbT","multifunctional endonuclease Cas1, CRISPR adaptation protein; DNA repair enzyme"
"b2756","casE","CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"b2757","casD","CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"b2758","casC","CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"b2759","casB","CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"b2760","casA","CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"b2761","ygcB","R-loop helicase-annealase Cas3 needed for Cascade anti-viral activity"
"b4701","sokX","-"
"b2762","cysH","phosphoadenosine phosphosulfate reductase; PAPS reductase, thioredoxin dependent"
"b2763","cysI","sulfite reductase, beta subunit, NAD(P)-binding, heme-binding"
"b2764","cysJ","sulfite reductase, alpha subunit, flavoprotein"
"b2765","queD","6-pyruvoyl tetrahydrobiopterin synthase (PTPS)"
"b2766","ygcN","putative oxidoreductase"
"b2767","ygcO","putative 4Fe-4S cluster-containing protein"
"b2768","ygcP","putative antiterminator regulatory protein"
"b2769","ygcQ","putative flavoprotein"
"b2770","ygcR","putative flavoprotein"
"b2771","ygcS","putative transporter"
"b4463","ygcU","putative FAD-containing dehydrogenase"
"b2774","ygcW","putative dehydrogenase"
"b2775","yqcE","MFS transporter family protein"
"b2776","ygcE","putative kinase"
"b2777","queE","7-carboxy-7-deazaguanine synthase; queosine biosynthesis"
"b4682","yqcG","uncharacterized protein"
"b2778","ygcG","uncharacterized protein"
"b2779","eno","enolase"
"b2780","pyrG","CTP synthetase"
"b2781","mazG","nucleoside triphosphate pyrophosphohydrolase"
"b2782","mazF","mRNA interferase toxin, antitoxin is MazE"
"b2783","mazE","antitoxin of the ChpA-ChpR toxin-antitoxin system"
"b2784","relA","(p)ppGpp synthetase I/GTP pyrophosphokinase"
"b2785","rlmD","23S rRNA m(5)U1939 methyltransferase, SAM-dependent"
"b2786","barA","hybrid sensory histidine kinase, in two-component regulatory system with UvrY"
"b2787","gudD","(D)-glucarate dehydratase 1"
"b2788","gudX","glucarate dehydratase-related protein, substrate unknown"
"b2789","gudP","putative D-glucarate transporter"
"b2790","yqcA","short-chain flavodoxin, FMN-binding"
"b2791","truC","tRNA(Ile1,Asp) pseudouridine(65) synthase"
"b2792","yqcC","DUF446 family protein"
"b4408","csrB","-"
"b2793","syd","SecY-interacting protein"
"b2794","queF","7-cyano-7-deazaguanine reductase (NADPH-dependent)"
"b2795","ygdH","UPF0717 family protein"
"b2796","sdaC","putative serine transporter"
"b2797","sdaB","L-serine dehydratase 2"
"b2798","ygdG","Ssb-binding protein, misidentified as ExoIX"
"b2799","fucO","L-1,2-propanediol oxidoreductase"
"b2800","fucA","L-fuculose-1-phosphate aldolase"
"b2801","fucP","L-fucose transporter"
"b2802","fucI","L-fucose isomerase"
"b2803","fucK","L-fuculokinase"
"b2804","fucU","L-fucose mutarotase"
"b2805","fucR","l-fucose operon activator"
"b2806","rlmM","23S rRNA C2498 2'-O-ribose methyltransferase, SAM-dependent"
"b2807","ygdD","UPF0382 family inner membrane protein"
"b2808","gcvA","glycine cleavage system transcriptional activator; autorepressor"
"b4443","gcvB","-"
"b2809","ygdI","DUF903 family verified lipoprotein"
"b2810","csdA","cysteine sulfinate desulfinase"
"b2811","csdE","CsdA-binding activator; Fe-S protein"
"b2812","tcdA","tRNA threonylcarbamoyladenosine dehydratase; sulfur acceptor for CsdA"
"b2813","mltA","membrane-bound lytic murein transglycosylase A"
"b2814","metZ","Met tRNA"
"b2815","metW","Met tRNA"
"b2816","metV","Met tRNA"
"b2817","amiC","N-acetylmuramoyl-L-alanine amidase"
"b2818","argA","fused acetylglutamate kinase homolog (inactive)/amino acid N-acetyltransferase"
"b2819","recD","exonuclease V (RecBCD complex), alpha chain"
"b2820","recB","exonuclease V (RecBCD complex), beta subunit"
"b2821","ptrA","protease III"
"b2822","recC","exonuclease V (RecBCD complex), gamma chain"
"b2823","ppdC","putative prepilin peptidase-dependent protein"
"b2824","ygdB","DUF2509 family protein"
"b2825","ppdB","putative prepilin peptidase-dependent protein"
"b2826","ppdA","putative prepilin peptidase-dependent protein"
"b2827","thyA","thymidylate synthetase"
"b2828","lgt","phosphatidylglycerol-prolipoprotein diacylglyceryl transferase"
"b2829","ptsP","fused PTS enzyme: PEP-protein phosphotransferase (enzyme I)/GAF domain containing protein"
"b2830","rppH","RNA pyrophosphohydrolase"
"b2831","mutH","methyl-directed mismatch repair protein"
"b2832","ygdQ","UPF0053 family inner membrane protein"
"b2833","ygdR","DUF903 family verified lipoprotein"
"b2834","tas","putative NADP(H)-dependent aldo-keto reductase"
"b2835","lplT","lysophospholipid transporter"
"b2836","aas","fused 2-acylglycerophospho-ethanolamine acyl transferase/acyl-acyl carrier protein synthetase"
"b4444","omrA","-"
"b4445","omrB","-"
"b2837","galR","galactose-inducible d-galactose regulon transcriptional repressor; autorepressor"
"b2838","lysA","diaminopimelate decarboxylase, PLP-binding"
"b2839","lysR","transcriptional activator of lysA; autorepressor"
"b2840","ygeA","Asp/Glu_racemase family protein"
"b2841","araE","arabinose transporter"
"b2842","kduD","hexuronate dehydrogenase; hexuronate utilization in high osmolarity"
"b2843","kduI","hexuronate isomerase; hexuronate utilization in high osmolarity"
"b2844","yqeF","short chain acyltransferase"
"b2845","yqeG","putative transporter"
"b2846","yqeH","putative LuxR family transcriptional regulator"
"b2847","yqeI","putative transcriptional regulator"
"b2848","yqeJ","uncharacterized protein"
"b4683","yqeL","uncharacterized protein"
"b2849","yqeK","uncharacterized protein"
"b2851","ygeG","SycD-like chaperone family TPR-repeat-containing protein"
"b2852","ygeH","putative transcriptional regulator"
"b2853","ygeI","uncharacterized protein"
"b2860","insD1","IS2 transposase TnpB"
"b2861","insC1","IS2 repressor TnpA"
"b2864","glyU","Gly tRNA"
"b2865","ygeR","LysM domain-containing M23 family putative peptidase; septation lipoprotein"
"b2866","xdhA","xanthine dehydrogenase, molybdenum binding subunit"
"b2867","xdhB","xanthine dehydrogenase, FAD-binding subunit"
"b2868","xdhC","xanthine dehydrogenase, Fe-S binding subunit"
"b2869","ygeV","putative sigma-54-interacting transcriptional activator"
"b2870","ygeW","putative carbamoyltransferase"
"b2871","ygeX","2,3-diaminopropionate ammonia lyase, PLP-dependent"
"b2872","ygeY","putative peptidase"
"b2873","hyuA","D-stereospecific phenylhydantoinase"
"b2874","yqeA","putative amino acid kinase"
"b2875","yqeB","XdhC-CoxI family protein with NAD(P)-binding Rossman fold"
"b2876","yqeC","putative selenium-dependent hydroxylase accessory protein"
"b2877","mocA","CTP:molybdopterin cytidylyltransferase"
"b2878","ygfK","putative Fe-S subunit oxidoreductase subunit"
"b2879","ssnA","putative chlorohydrolase/aminohydrolase"
"b2880","ygfM","putative oxidoreductase"
"b2881","xdhD","putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding"
"b2882","xanQ","xanthine permease"
"b2883","guaD","guanine deaminase"
"b4464","ygfQ","putative purine permease"
"b2886","ygfS","putative 4Fe-4S ferredoxin-type oxidoreductase subunit"
"b2887","ygfT","putative oxidoreductase, Fe-S subunit/nucleotide-binding subunit"
"b2888","uacT","uric acid permease"
"b4684","yqfG","uncharacterized protein"
"b2889","idi","isopentenyl diphosphate isomerase"
"b2890","lysS","lysine tRNA synthetase, constitutive"
"b2891","prfB","peptide chain release factor RF-2"
"b2892","recJ","ssDNA exonuclease, 5' --> 3'-specific"
"b2893","dsbC","protein disulfide isomerase II"
"b2894","xerD","site-specific tyrosine recombinase"
"b2895","fldB","flavodoxin 2"
"b2896","cptA","toxin of CptAB toxin-antitoxin pair"
"b2897","sdhE","flavinator of succinate dehydrogenase; antitoxin of CptAB toxin-antitoxin pair"
"b2898","ygfZ","iron-sulfur cluster repair protein, plumbagin resistance"
"b2899","yqfA","hemolysin III family HylIII inner membrane protein"
"b2900","yqfB","UPF0267 family protein"
"b2901","bglA","6-phospho-beta-glucosidase A"
"b2902","ygfF","putative NAD(P)-dependent oxidoreductase with NAD(P)-binding Rossmann-fold domain"
"b2903","gcvP","glycine decarboxylase, PLP-dependent, subunit (protein P) of glycine cleavage complex"
"b2904","gcvH","glycine cleavage complex lipoylprotein"
"b2905","gcvT","aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex"
"b2906","ubiI","2-octaprenylphenol hydroxylase, FAD-dependent"
"b2907","ubiH","2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding"
"b2908","pepP","proline aminopeptidase P II"
"b2909","ygfB","UPF0149 family protein"
"b2910","zapA","FtsZ stabilizer"
"b2911","ssrS","-"
"b2912","fau","5-formyltetrahydrofolate cyclo-ligase family protein"
"b4446","sibC","-"
"b4665","ibsC","toxic membrane protein"
"b2913","serA","D-3-phosphoglycerate dehydrogenase"
"b2914","rpiA","ribose 5-phosphate isomerase, constitutive"
"b2916","argP","transcriptional regulator for arginine transport and DNA replication genes; replication initiation inhibitor"
"b2917","scpA","methylmalonyl-CoA mutase"
"b2918","argK","membrane ATPase/protein kinase"
"b2919","scpB","methylmalonyl-CoA decarboxylase, biotin-independent"
"b2920","scpC","propionyl-CoA:succinate CoA transferase"
"b2921","ygfI","putative DNA-binding transcriptional regulator"
"b2922","yggE","oxidative stress defense protein"
"b2923","argO","arginine transporter"
"b2924","mscS","mechanosensitive channel protein, small conductance"
"b2925","fbaA","fructose-bisphosphate aldolase, class II"
"b2926","pgk","phosphoglycerate kinase"
"b2927","epd","D-erythrose 4-phosphate dehydrogenase"
"b2928","yggC","putative PanK family P-loop kinase"
"b2929","yggD","MtlR family putative transcriptional repressor"
"b2930","yggF","fructose 1,6 bisphosphatase isozyme"
"b4465","yggP","putative Zn-binding dehydrogenase"
"b2933","cmtA","putative mannitol-specific PTS enzymes: IIB component/IIC component"
"b2934","cmtB","putative mannitol-specific enzyme IIA component of PTS"
"b2935","tktA","transketolase 1, thiamine triphosphate-binding"
"b2936","loiP","Phe-Phe periplasmic metalloprotease, OM lipoprotein; low salt-inducible; heat shock protein that binds Era"
"b2937","speB","agmatinase"
"b2938","speA","biosynthetic arginine decarboxylase, PLP-binding"
"b2939","yqgB","uncharacterized protein"
"b2940","yqgC","uncharacterized protein"
"b2942","metK","S-adenosylmethionine synthetase"
"b2943","galP","D-galactose transporter"
"b2944","yggI","Zn-dependent metalloprotease-related protein"
"b2945","endA","DNA-specific endonuclease I"
"b2946","rsmE","16S rRNA m(3)U1498 methyltransferase, SAM-dependent"
"b2947","gshB","glutathione synthetase"
"b2948","yqgE","uncharacterized protein"
"b2949","yqgF","putative Holliday junction resolvase"
"b2950","yggR","putative PilT family AAA+ ATPase"
"b2951","yggS","UPF0001 family protein, PLP-binding"
"b2952","yggT","putative inner membrane protein; compensates for loss in K+ uptake"
"b2953","yggU","UPF0235 family protein"
"b2954","rdgB","dITP/XTP pyrophosphatase"
"b2955","yggW","HemN family putative oxidoreductase"
"b2956","yggM","DUF1202 family putative secreted protein"
"b2957","ansB","periplasmic L-asparaginase 2"
"b2958","yggN","DUF2884 family putative periplasmic protein"
"b2959","yggL","DUF469 family protein"
"b2960","trmI","tRNA m(7)G46 methyltransferase, SAM-dependent"
"b2961","mutY","adenine DNA glycosylase"
"b2962","yggX","protein that protects iron-sulfur proteins against oxidative damage"
"b2963","mltC","membrane-bound lytic murein transglycosylase C"
"b2964","nupG","nucleoside transporter"
"b2965","speC","ornithine decarboxylase, constitutive"
"b2966","yqgA","DUF554 family putative inner membrane protein"
"b2967","pheV","Phe tRNA"
"b2968","yghD","putative membrane-anchored secretion pathway M-type protein"
"b2971","yghG","secretin (GspDbeta) OM localization lipoprotein pilotin"
"b2972","pppA","bifunctional prepilin leader peptidase/ methylase"
"b4466","yghJ","DUF4092 family putative lipoprotein peptidase"
"b2975","glcA","glycolate transporter"
"b2976","glcB","malate synthase G"
"b2977","glcG","DUF336 family protein"
"b4467","glcF","glycolate oxidase 4Fe-4S iron-sulfur cluster subunit"
"b4468","glcE","glycolate oxidase FAD binding subunit"
"b2979","glcD","glycolate oxidase subunit, FAD-linked"
"b2980","glcC","glycolate-inducible glc operon transcriptional repressor; autorepressor"
"b2982","insH1","IS5 transposase and trans-activator"
"b2983","yghQ","putative inner membrane polysaccharide flippase"
"b2984","yghR","putative ATP-binding protein"
"b2985","yghS","putative ATP-binding protein"
"b2986","yghT","putative ATP-binding protein"
"b2987","pitB","phosphate transporter"
"b2988","gss","fused glutathionylspermidine amidase/glutathionylspermidine synthetase"
"b2989","yghU","putative S-transferase"
"b2990","hybG","hydrogenase 2 accessory protein"
"b2991","hybF","protein involved with the maturation of hydrogenases 1 and 2"
"b2992","hybE","hydrogenase 2-specific chaperone"
"b2993","hybD","maturation protease for hydrogenase 2"
"b2994","hybC","hydrogenase 2, large subunit"
"b2995","hybB","putative hydrogenase 2 cytochrome b type component"
"b2996","hybA","hydrogenase 2 4Fe-4S ferredoxin-type component"
"b2997","hybO","hydrogenase 2, small subunit"
"b2998","yghW","DUF2623 family protein"
"b3001","gpr","L-glyceraldehyde 3-phosphate reductase"
"b3002","yqhA","UPF0114 family putative inner membrane protein"
"b3003","yghA","putative oxidoreductase"
"b3005","exbD","membrane spanning protein in TonB-ExbB-ExbD complex"
"b3006","exbB","membrane spanning protein in TonB-ExbB-ExbD complex"
"b3008","metC","cystathionine beta-lyase, PLP-dependent"
"b3009","yghB","general envelope maintenance protein; DedA family inner membrane protein"
"b3010","yqhC","transcriptional activator of yqhD"
"b3011","yqhD","aldehyde reductase, NADPH-dependent"
"b3012","dkgA","2,5-diketo-D-gluconate reductase A"
"b3013","yqhG","DUF3828 family putative periplasmic protein"
"b3014","yqhH","outer membrane lipoprotein, Lpp paralog"
"b4469","ygiQ","Radical SAM superfamily protein"
"b3017","ftsP","septal ring component that protects the divisome from stress; multicopy suppressor of ftsI(Ts)"
"b3018","plsC","1-acyl-sn-glycerol-3-phosphate acyltransferase"
"b3019","parC","DNA topoisomerase IV, subunit A"
"b3020","ygiS","putative inner membrane ABC superfamily transporter permease"
"b3021","mqsA","antitoxin for MqsR toxin; transcriptional repressor"
"b3022","mqsR","GCU-specific mRNA interferase toxin of the MqsR-MqsA toxin-antitoxin system; biofilm/motility regulator; anti-repressor"
"b3023","ygiV","transcriptional repressor for mcbR biofilm gene"
"b3024","ygiW","hydrogen peroxide and cadmium resistance periplasmic protein; stress-induced OB-fold protein"
"b3025","qseB","quorum sensing DNA-binding response regulator in two-component regulatory system with QseC"
"b3026","qseC","quorum sensing sensory histidine kinase in two-component regulatory system with QseB"
